流水号,日期,关联单号,对手方,摘要,收入元,支出元,余额元,币种,标识
KS-INJECTION-1000-B0182,2024-05-17,KS-INJECTION-1000-P-202405-2,模拟原料商2,原料付款,0,969779,11077703,CNY,SYNTHETIC
KS-INJECTION-1000-B0183,2024-05-25,KS-INJECTION-1000-PAY-202405,模拟工资代发,工资,0,520000,10557703,CNY,SYNTHETIC
KS-INJECTION-1000-B0184,2024-05-25,KS-INJECTION-1000-ELEC-202405,模拟供电结算,电费,0,286000,10271703,CNY,SYNTHETIC
KS-INJECTION-1000-B0185,2024-05-25,KS-INJECTION-1000-OPEX-202405,模拟费用结算,管理销售费用,0,320000,9951703,CNY,SYNTHETIC
KS-INJECTION-1000-B0186,2024-05-25,KS-INJECTION-1000-INT-202405,模拟融资机构,利息,0,25000,9926703,CNY,SYNTHETIC
KS-INJECTION-1000-B0187,2024-05-25,KS-INJECTION-1000-VAT-202405,模拟税费账户,增值税,0,369729,9556974,CNY,SYNTHETIC
KS-INJECTION-1000-B0188,2024-05-25,KS-INJECTION-1000-CIT-202405,模拟税费账户,所得税,0,378268,9178706,CNY,SYNTHETIC
KS-INJECTION-1000-B0189,2024-06-12,KS-INJECTION-1000-S-202406-1,模拟下游1,销售回款,1829868,0,11008574,CNY,SYNTHETIC
KS-INJECTION-1000-B0190,2024-06-13,KS-INJECTION-1000-S-202406-2,模拟下游2,销售回款,1776048,0,12784622,CNY,SYNTHETIC
KS-INJECTION-1000-B0191,2024-06-14,KS-INJECTION-1000-S-202406-3,模拟下游3,销售回款,1776048,0,14560670,CNY,SYNTHETIC
KS-INJECTION-1000-B0192,2024-06-16,KS-INJECTION-1000-P-202406-1,模拟原料商1,原料付款,0,1388547,13172123,CNY,SYNTHETIC
KS-INJECTION-1000-B0193,2024-06-17,KS-INJECTION-1000-P-202406-2,模拟原料商2,原料付款,0,925698,12246425,CNY,SYNTHETIC
KS-INJECTION-1000-B0194,2024-06-25,KS-INJECTION-1000-PAY-202406,模拟工资代发,工资,0,520000,11726425,CNY,SYNTHETIC
KS-INJECTION-1000-B0195,2024-06-25,KS-INJECTION-1000-ELEC-202406,模拟供电结算,电费,0,273000,11453425,CNY,SYNTHETIC
KS-INJECTION-1000-B0196,2024-06-25,KS-INJECTION-1000-OPEX-202406,模拟费用结算,管理销售费用,0,320000,11133425,CNY,SYNTHETIC
KS-INJECTION-1000-B0197,2024-06-25,KS-INJECTION-1000-INT-202406,模拟融资机构,利息,0,25000,11108425,CNY,SYNTHETIC
KS-INJECTION-1000-B0198,2024-06-25,KS-INJECTION-1000-VAT-202406,模拟税费账户,增值税,0,352923,10755502,CNY,SYNTHETIC
KS-INJECTION-1000-B0199,2024-06-25,KS-INJECTION-1000-CIT-202406,模拟税费账户,所得税,0,349199,10406303,CNY,SYNTHETIC
KS-INJECTION-1000-B0200,2024-07-12,KS-INJECTION-1000-S-202407-1,模拟下游1,销售回款,1882149,0,12288452,CNY,SYNTHETIC
KS-INJECTION-1000-B0201,2024-07-13,KS-INJECTION-1000-S-202407-2,模拟下游2,销售回款,1826792,0,14115244,CNY,SYNTHETIC
KS-INJECTION-1000-B0202,2024-07-14,KS-INJECTION-1000-S-202407-3,模拟下游3,销售回款,1826793,0,15942037,CNY,SYNTHETIC
KS-INJECTION-1000-B0203,2024-07-16,KS-INJECTION-1000-P-202407-1,模拟原料商1,原料付款,0,1428219,14513818,CNY,SYNTHETIC
KS-INJECTION-1000-B0204,2024-07-17,KS-INJECTION-1000-P-202407-2,模拟原料商2,原料付款,0,952146,13561672,CNY,SYNTHETIC
KS-INJECTION-1000-B0205,2024-07-25,KS-INJECTION-1000-PAY-202407,模拟工资代发,工资,0,520000,13041672,CNY,SYNTHETIC
KS-INJECTION-1000-B0206,2024-07-25,KS-INJECTION-1000-ELEC-202407,模拟供电结算,电费,0,280800,12760872,CNY,SYNTHETIC
KS-INJECTION-1000-B0207,2024-07-25,KS-INJECTION-1000-OPEX-202407,模拟费用结算,管理销售费用,0,320000,12440872,CNY,SYNTHETIC
KS-INJECTION-1000-B0208,2024-07-25,KS-INJECTION-1000-INT-202407,模拟融资机构,利息,0,25000,12415872,CNY,SYNTHETIC
KS-INJECTION-1000-B0209,2024-07-25,KS-INJECTION-1000-VAT-202407,模拟税费账户,增值税,0,363007,12052865,CNY,SYNTHETIC
KS-INJECTION-1000-B0210,2024-07-25,KS-INJECTION-1000-CIT-202407,模拟税费账户,所得税,0,366640,11686225,CNY,SYNTHETIC
KS-INJECTION-1000-B0211,2024-08-12,KS-INJECTION-1000-S-202408-1,模拟下游1,销售回款,1882149,0,13568374,CNY,SYNTHETIC
KS-INJECTION-1000-B0212,2024-08-13,KS-INJECTION-1000-S-202408-2,模拟下游2,销售回款,1826792,0,15395166,CNY,SYNTHETIC
KS-INJECTION-1000-B0213,2024-08-14,KS-INJECTION-1000-S-202408-3,模拟下游3,销售回款,1826793,0,17221959,CNY,SYNTHETIC
KS-INJECTION-1000-B0214,2024-08-16,KS-INJECTION-1000-P-202408-1,模拟原料商1,原料付款,0,1428219,15793740,CNY,SYNTHETIC
KS-INJECTION-1000-B0215,2024-08-17,KS-INJECTION-1000-P-202408-2,模拟原料商2,原料付款,0,952146,14841594,CNY,SYNTHETIC
KS-INJECTION-1000-B0216,2024-08-25,KS-INJECTION-1000-PAY-202408,模拟工资代发,工资,0,520000,14321594,CNY,SYNTHETIC
KS-INJECTION-1000-B0217,2024-08-25,KS-INJECTION-1000-ELEC-202408,模拟供电结算,电费,0,280800,14040794,CNY,SYNTHETIC
KS-INJECTION-1000-B0218,2024-08-25,KS-INJECTION-1000-OPEX-202408,模拟费用结算,管理销售费用,0,320000,13720794,CNY,SYNTHETIC
KS-INJECTION-1000-B0219,2024-08-25,KS-INJECTION-1000-INT-202408,模拟融资机构,利息,0,25000,13695794,CNY,SYNTHETIC
KS-INJECTION-1000-B0220,2024-08-25,KS-INJECTION-1000-VAT-202408,模拟税费账户,增值税,0,363007,13332787,CNY,SYNTHETIC
KS-INJECTION-1000-B0221,2024-08-25,KS-INJECTION-1000-CIT-202408,模拟税费账户,所得税,0,366640,12966147,CNY,SYNTHETIC
KS-INJECTION-1000-B0222,2024-09-12,KS-INJECTION-1000-S-202409-1,模拟下游1,销售回款,1812441,0,14778588,CNY,SYNTHETIC
KS-INJECTION-1000-B0223,2024-09-13,KS-INJECTION-1000-S-202409-2,模拟下游2,销售回款,1759133,0,16537721,CNY,SYNTHETIC
KS-INJECTION-1000-B0224,2024-09-14,KS-INJECTION-1000-S-202409-3,模拟下游3,销售回款,1759133,0,18296854,CNY,SYNTHETIC
KS-INJECTION-1000-B0225,2024-09-16,KS-INJECTION-1000-P-202409-1,模拟原料商1,原料付款,0,1375322,16921532,CNY,SYNTHETIC
KS-INJECTION-1000-B0226,2024-09-17,KS-INJECTION-1000-P-202409-2,模拟原料商2,原料付款,0,916882,16004650,CNY,SYNTHETIC
KS-INJECTION-1000-B0227,2024-09-25,KS-INJECTION-1000-PAY-202409,模拟工资代发,工资,0,520000,15484650,CNY,SYNTHETIC
KS-INJECTION-1000-B0228,2024-09-25,KS-INJECTION-1000-ELEC-202409,模拟供电结算,电费,0,270400,15214250,CNY,SYNTHETIC
KS-INJECTION-1000-B0229,2024-09-25,KS-INJECTION-1000-OPEX-202409,模拟费用结算,管理销售费用,0,320000,14894250,CNY,SYNTHETIC
KS-INJECTION-1000-B0230,2024-09-25,KS-INJECTION-1000-INT-202409,模拟融资机构,利息,0,25000,14869250,CNY,SYNTHETIC
KS-INJECTION-1000-B0231,2024-09-25,KS-INJECTION-1000-VAT-202409,模拟税费账户,增值税,0,349562,14519688,CNY,SYNTHETIC
KS-INJECTION-1000-B0232,2024-09-25,KS-INJECTION-1000-CIT-202409,模拟税费账户,所得税,0,343385,14176303,CNY,SYNTHETIC
KS-INJECTION-1000-B0233,2024-10-12,KS-INJECTION-1000-S-202410-1,模拟下游1,销售回款,1777586,0,15953889,CNY,SYNTHETIC
KS-INJECTION-1000-B0234,2024-10-13,KS-INJECTION-1000-S-202410-2,模拟下游2,销售回款,1725304,0,17679193,CNY,SYNTHETIC
KS-INJECTION-1000-B0235,2024-10-14,KS-INJECTION-1000-S-202410-3,模拟下游3,销售回款,1725304,0,19404497,CNY,SYNTHETIC
KS-INJECTION-1000-B0236,2024-10-16,KS-INJECTION-1000-P-202410-1,模拟原料商1,原料付款,0,1348874,18055623,CNY,SYNTHETIC
KS-INJECTION-1000-B0237,2024-10-17,KS-INJECTION-1000-P-202410-2,模拟原料商2,原料付款,0,899250,17156373,CNY,SYNTHETIC
KS-INJECTION-1000-B0238,2024-10-25,KS-INJECTION-1000-PAY-202410,模拟工资代发,工资,0,520000,16636373,CNY,SYNTHETIC
KS-INJECTION-1000-B0239,2024-10-25,KS-INJECTION-1000-ELEC-202410,模拟供电结算,电费,0,265200,16371173,CNY,SYNTHETIC
KS-INJECTION-1000-B0240,2024-10-25,KS-INJECTION-1000-OPEX-202410,模拟费用结算,管理销售费用,0,320000,16051173,CNY,SYNTHETIC
KS-INJECTION-1000-B0241,2024-10-25,KS-INJECTION-1000-INT-202410,模拟融资机构,利息,0,25000,16026173,CNY,SYNTHETIC
KS-INJECTION-1000-B0242,2024-10-25,KS-INJECTION-1000-VAT-202410,模拟税费账户,增值税,0,342840,15683333,CNY,SYNTHETIC
KS-INJECTION-1000-B0243,2024-10-25,KS-INJECTION-1000-CIT-202410,模拟税费账户,所得税,0,331758,15351575,CNY,SYNTHETIC
KS-INJECTION-1000-B0244,2024-11-12,KS-INJECTION-1000-S-202411-1,模拟下游1,销售回款,1847295,0,17198870,CNY,SYNTHETIC
KS-INJECTION-1000-B0245,2024-11-13,KS-INJECTION-1000-S-202411-2,模拟下游2,销售回款,1792963,0,18991833,CNY,SYNTHETIC
KS-INJECTION-1000-B0246,2024-11-14,KS-INJECTION-1000-S-202411-3,模拟下游3,销售回款,1792963,0,20784796,CNY,SYNTHETIC
KS-INJECTION-1000-B0247,2024-11-16,KS-INJECTION-1000-P-202411-1,模拟原料商1,原料付款,0,1401771,19383025,CNY,SYNTHETIC
KS-INJECTION-1000-B0248,2024-11-17,KS-INJECTION-1000-P-202411-2,模拟原料商2,原料付款,0,934514,18448511,CNY,SYNTHETIC
KS-INJECTION-1000-B0249,2024-11-25,KS-INJECTION-1000-PAY-202411,模拟工资代发,工资,0,520000,17928511,CNY,SYNTHETIC
KS-INJECTION-1000-B0250,2024-11-25,KS-INJECTION-1000-ELEC-202411,模拟供电结算,电费,0,275600,17652911,CNY,SYNTHETIC
KS-INJECTION-1000-B0251,2024-11-25,KS-INJECTION-1000-OPEX-202411,模拟费用结算,管理销售费用,0,320000,17332911,CNY,SYNTHETIC
KS-INJECTION-1000-B0252,2024-11-25,KS-INJECTION-1000-INT-202411,模拟融资机构,利息,0,25000,17307911,CNY,SYNTHETIC
KS-INJECTION-1000-B0253,2024-11-25,KS-INJECTION-1000-VAT-202411,模拟税费账户,增值税,0,356285,16951626,CNY,SYNTHETIC
KS-INJECTION-1000-B0254,2024-11-25,KS-INJECTION-1000-CIT-202411,模拟税费账户,所得税,0,355013,16596613,CNY,SYNTHETIC
KS-INJECTION-1000-B0255,2024-12-12,KS-INJECTION-1000-S-202412-1,模拟下游1,销售回款,1917004,0,18513617,CNY,SYNTHETIC
KS-INJECTION-1000-B0256,2024-12-13,KS-INJECTION-1000-S-202412-2,模拟下游2,销售回款,1860622,0,20374239,CNY,SYNTHETIC
KS-INJECTION-1000-B0257,2024-12-14,KS-INJECTION-1000-S-202412-3,模拟下游3,销售回款,1860622,0,22234861,CNY,SYNTHETIC
KS-INJECTION-1000-B0258,2024-12-16,KS-INJECTION-1000-P-202412-1,模拟原料商1,原料付款,0,1454668,20780193,CNY,SYNTHETIC
KS-INJECTION-1000-B0259,2024-12-17,KS-INJECTION-1000-P-202412-2,模拟原料商2,原料付款,0,969779,19810414,CNY,SYNTHETIC
KS-INJECTION-1000-B0260,2024-12-25,KS-INJECTION-1000-PAY-202412,模拟工资代发,工资,0,520000,19290414,CNY,SYNTHETIC
KS-INJECTION-1000-B0261,2024-12-25,KS-INJECTION-1000-ELEC-202412,模拟供电结算,电费,0,286000,19004414,CNY,SYNTHETIC
KS-INJECTION-1000-B0262,2024-12-25,KS-INJECTION-1000-OPEX-202412,模拟费用结算,管理销售费用,0,320000,18684414,CNY,SYNTHETIC
KS-INJECTION-1000-B0263,2024-12-25,KS-INJECTION-1000-INT-202412,模拟融资机构,利息,0,25000,18659414,CNY,SYNTHETIC
KS-INJECTION-1000-B0264,2024-12-25,KS-INJECTION-1000-VAT-202412,模拟税费账户,增值税,0,369729,18289685,CNY,SYNTHETIC
KS-INJECTION-1000-B0265,2024-12-25,KS-INJECTION-1000-CIT-202412,模拟税费账户,所得税,0,378268,17911417,CNY,SYNTHETIC
KS-INJECTION-1000-B0266,2024-12-28,KS-INJECTION-1000-DIV-2024,模拟股东,利润分配（筹资）,0,13911417,4000000,CNY,SYNTHETIC
KS-INJECTION-1000-B0267,2025-01-12,KS-INJECTION-1000-S-202501-1,模拟下游1,销售回款,1505720,0,5505720,CNY,SYNTHETIC
KS-INJECTION-1000-B0268,2025-01-13,KS-INJECTION-1000-S-202501-2,模拟下游2,销售回款,1461434,0,6967154,CNY,SYNTHETIC
KS-INJECTION-1000-B0269,2025-01-14,KS-INJECTION-1000-S-202501-3,模拟下游3,销售回款,1461434,0,8428588,CNY,SYNTHETIC
KS-INJECTION-1000-B0270,2025-01-16,KS-INJECTION-1000-P-202501-1,模拟原料商1,原料付款,0,1142576,7286012,CNY,SYNTHETIC
KS-INJECTION-1000-B0271,2025-01-17,KS-INJECTION-1000-P-202501-2,模拟原料商2,原料付款,0,761717,6524295,CNY,SYNTHETIC
KS-INJECTION-1000-B0272,2025-01-25,KS-INJECTION-1000-PAY-202501,模拟工资代发,工资,0,520000,6004295,CNY,SYNTHETIC
KS-INJECTION-1000-B0273,2025-01-25,KS-INJECTION-1000-ELEC-202501,模拟供电结算,电费,0,208000,5796295,CNY,SYNTHETIC
KS-INJECTION-1000-B0274,2025-01-25,KS-INJECTION-1000-OPEX-202501,模拟费用结算,管理销售费用,0,320000,5476295,CNY,SYNTHETIC
KS-INJECTION-1000-B0275,2025-01-25,KS-INJECTION-1000-INT-202501,模拟融资机构,利息,0,25000,5451295,CNY,SYNTHETIC
KS-INJECTION-1000-B0276,2025-01-25,KS-INJECTION-1000-VAT-202501,模拟税费账户,增值税,0,290406,5160889,CNY,SYNTHETIC
KS-INJECTION-1000-B0277,2025-01-25,KS-INJECTION-1000-CIT-202501,模拟税费账户,所得税,0,245222,4915667,CNY,SYNTHETIC
KS-INJECTION-1000-B0278,2025-02-12,KS-INJECTION-1000-S-202502-1,模拟下游1,销售回款,1355149,0,6270816,CNY,SYNTHETIC
KS-INJECTION-1000-B0279,2025-02-13,KS-INJECTION-1000-S-202502-2,模拟下游2,销售回款,1315292,0,7586108,CNY,SYNTHETIC
KS-INJECTION-1000-B0280,2025-02-14,KS-INJECTION-1000-S-202502-3,模拟下游3,销售回款,1315290,0,8901398,CNY,SYNTHETIC
KS-INJECTION-1000-B0281,2025-02-16,KS-INJECTION-1000-P-202502-1,模拟原料商1,原料付款,0,1028318,7873080,CNY,SYNTHETIC
KS-INJECTION-1000-B0282,2025-02-17,KS-INJECTION-1000-P-202502-2,模拟原料商2,原料付款,0,685546,7187534,CNY,SYNTHETIC
KS-INJECTION-1000-B0283,2025-02-25,KS-INJECTION-1000-PAY-202502,模拟工资代发,工资,0,520000,6667534,CNY,SYNTHETIC
KS-INJECTION-1000-B0284,2025-02-25,KS-INJECTION-1000-ELEC-202502,模拟供电结算,电费,0,187200,6480334,CNY,SYNTHETIC
KS-INJECTION-1000-B0285,2025-02-25,KS-INJECTION-1000-OPEX-202502,模拟费用结算,管理销售费用,0,320000,6160334,CNY,SYNTHETIC
KS-INJECTION-1000-B0286,2025-02-25,KS-INJECTION-1000-INT-202502,模拟融资机构,利息,0,25000,6135334,CNY,SYNTHETIC
KS-INJECTION-1000-B0287,2025-02-25,KS-INJECTION-1000-VAT-202502,模拟税费账户,增值税,0,261365,5873969,CNY,SYNTHETIC
KS-INJECTION-1000-B0288,2025-02-25,KS-INJECTION-1000-CIT-202502,模拟税费账户,所得税,0,194576,5679393,CNY,SYNTHETIC
KS-INJECTION-1000-B0289,2025-03-12,KS-INJECTION-1000-S-202503-1,模拟下游1,销售回款,1919793,0,7599186,CNY,SYNTHETIC
KS-INJECTION-1000-B0290,2025-03-13,KS-INJECTION-1000-S-202503-2,模拟下游2,销售回款,1863329,0,9462515,CNY,SYNTHETIC
KS-INJECTION-1000-B0291,2025-03-14,KS-INJECTION-1000-S-202503-3,模拟下游3,销售回款,1863330,0,11325845,CNY,SYNTHETIC
KS-INJECTION-1000-B0292,2025-03-16,KS-INJECTION-1000-P-202503-1,模拟原料商1,原料付款,0,1456784,9869061,CNY,SYNTHETIC
KS-INJECTION-1000-B0293,2025-03-17,KS-INJECTION-1000-P-202503-2,模拟原料商2,原料付款,0,971190,8897871,CNY,SYNTHETIC
KS-INJECTION-1000-B0294,2025-03-25,KS-INJECTION-1000-PAY-202503,模拟工资代发,工资,0,520000,8377871,CNY,SYNTHETIC
KS-INJECTION-1000-B0295,2025-03-25,KS-INJECTION-1000-ELEC-202503,模拟供电结算,电费,0,265200,8112671,CNY,SYNTHETIC
KS-INJECTION-1000-B0296,2025-03-25,KS-INJECTION-1000-OPEX-202503,模拟费用结算,管理销售费用,0,320000,7792671,CNY,SYNTHETIC
KS-INJECTION-1000-B0297,2025-03-25,KS-INJECTION-1000-INT-202503,模拟融资机构,利息,0,25000,7767671,CNY,SYNTHETIC
KS-INJECTION-1000-B0298,2025-03-25,KS-INJECTION-1000-VAT-202503,模拟税费账户,增值税,0,370268,7397403,CNY,SYNTHETIC
KS-INJECTION-1000-B0299,2025-03-25,KS-INJECTION-1000-CIT-202503,模拟税费账户,所得税,0,384502,7012901,CNY,SYNTHETIC
KS-INJECTION-1000-B0300,2025-04-12,KS-INJECTION-1000-S-202504-1,模拟下游1,销售回款,1995077,0,9007978,CNY,SYNTHETIC
KS-INJECTION-1000-B0301,2025-04-13,KS-INJECTION-1000-S-202504-2,模拟下游2,销售回款,1936398,0,10944376,CNY,SYNTHETIC
KS-INJECTION-1000-B0302,2025-04-14,KS-INJECTION-1000-S-202504-3,模拟下游3,销售回款,1936398,0,12880774,CNY,SYNTHETIC
KS-INJECTION-1000-B0303,2025-04-16,KS-INJECTION-1000-P-202504-1,模拟原料商1,原料付款,0,1513911,11366863,CNY,SYNTHETIC
KS-INJECTION-1000-B0304,2025-04-17,KS-INJECTION-1000-P-202504-2,模拟原料商2,原料付款,0,1009274,10357589,CNY,SYNTHETIC
KS-INJECTION-1000-B0305,2025-04-25,KS-INJECTION-1000-PAY-202504,模拟工资代发,工资,0,520000,9837589,CNY,SYNTHETIC
KS-INJECTION-1000-B0306,2025-04-25,KS-INJECTION-1000-ELEC-202504,模拟供电结算,电费,0,275600,9561989,CNY,SYNTHETIC
KS-INJECTION-1000-B0307,2025-04-25,KS-INJECTION-1000-OPEX-202504,模拟费用结算,管理销售费用,0,320000,9241989,CNY,SYNTHETIC
KS-INJECTION-1000-B0308,2025-04-25,KS-INJECTION-1000-INT-202504,模拟融资机构,利息,0,25000,9216989,CNY,SYNTHETIC
KS-INJECTION-1000-B0309,2025-04-25,KS-INJECTION-1000-VAT-202504,模拟税费账户,增值税,0,384787,8832202,CNY,SYNTHETIC
KS-INJECTION-1000-B0310,2025-04-25,KS-INJECTION-1000-CIT-202504,模拟税费账户,所得税,0,409825,8422377,CNY,SYNTHETIC
KS-INJECTION-1000-B0311,2025-05-12,KS-INJECTION-1000-S-202505-1,模拟下游1,销售回款,2070365,0,10492742,CNY,SYNTHETIC
KS-INJECTION-1000-B0312,2025-05-13,KS-INJECTION-1000-S-202505-2,模拟下游2,销售回款,2009471,0,12502213,CNY,SYNTHETIC
KS-INJECTION-1000-B0313,2025-05-14,KS-INJECTION-1000-S-202505-3,模拟下游3,销售回款,2009472,0,14511685,CNY,SYNTHETIC
KS-INJECTION-1000-B0314,2025-05-16,KS-INJECTION-1000-P-202505-1,模拟原料商1,原料付款,0,1571041,12940644,CNY,SYNTHETIC
KS-INJECTION-1000-B0315,2025-05-17,KS-INJECTION-1000-P-202505-2,模拟原料商2,原料付款,0,1047361,11893283,CNY,SYNTHETIC
KS-INJECTION-1000-B0316,2025-05-25,KS-INJECTION-1000-PAY-202505,模拟工资代发,工资,0,520000,11373283,CNY,SYNTHETIC
KS-INJECTION-1000-B0317,2025-05-25,KS-INJECTION-1000-ELEC-202505,模拟供电结算,电费,0,286000,11087283,CNY,SYNTHETIC
KS-INJECTION-1000-B0318,2025-05-25,KS-INJECTION-1000-OPEX-202505,模拟费用结算,管理销售费用,0,320000,10767283,CNY,SYNTHETIC
KS-INJECTION-1000-B0319,2025-05-25,KS-INJECTION-1000-INT-202505,模拟融资机构,利息,0,25000,10742283,CNY,SYNTHETIC
KS-INJECTION-1000-B0320,2025-05-25,KS-INJECTION-1000-VAT-202505,模拟税费账户,增值税,0,399308,10342975,CNY,SYNTHETIC
KS-INJECTION-1000-B0321,2025-05-25,KS-INJECTION-1000-CIT-202505,模拟税费账户,所得税,0,435150,9907825,CNY,SYNTHETIC
KS-INJECTION-1000-B0322,2025-06-12,KS-INJECTION-1000-S-202506-1,模拟下游1,销售回款,1976257,0,11884082,CNY,SYNTHETIC
KS-INJECTION-1000-B0323,2025-06-13,KS-INJECTION-1000-S-202506-2,模拟下游2,销售回款,1918132,0,13802214,CNY,SYNTHETIC
KS-INJECTION-1000-B0324,2025-06-14,KS-INJECTION-1000-S-202506-3,模拟下游3,销售回款,1918132,0,15720346,CNY,SYNTHETIC
KS-INJECTION-1000-B0325,2025-06-16,KS-INJECTION-1000-P-202506-1,模拟原料商1,原料付款,0,1499630,14220716,CNY,SYNTHETIC
KS-INJECTION-1000-B0326,2025-06-17,KS-INJECTION-1000-P-202506-2,模拟原料商2,原料付款,0,999754,13220962,CNY,SYNTHETIC
KS-INJECTION-1000-B0327,2025-06-25,KS-INJECTION-1000-PAY-202506,模拟工资代发,工资,0,520000,12700962,CNY,SYNTHETIC
KS-INJECTION-1000-B0328,2025-06-25,KS-INJECTION-1000-ELEC-202506,模拟供电结算,电费,0,273000,12427962,CNY,SYNTHETIC
KS-INJECTION-1000-B0329,2025-06-25,KS-INJECTION-1000-OPEX-202506,模拟费用结算,管理销售费用,0,320000,12107962,CNY,SYNTHETIC
KS-INJECTION-1000-B0330,2025-06-25,KS-INJECTION-1000-INT-202506,模拟融资机构,利息,0,25000,12082962,CNY,SYNTHETIC
KS-INJECTION-1000-B0331,2025-06-25,KS-INJECTION-1000-VAT-202506,模拟税费账户,增值税,0,381157,11701805,CNY,SYNTHETIC
KS-INJECTION-1000-B0332,2025-06-25,KS-INJECTION-1000-CIT-202506,模拟税费账户,所得税,0,403495,11298310,CNY,SYNTHETIC
KS-INJECTION-1000-B0333,2025-07-12,KS-INJECTION-1000-S-202507-1,模拟下游1,销售回款,2032721,0,13331031,CNY,SYNTHETIC
KS-INJECTION-1000-B0334,2025-07-13,KS-INJECTION-1000-S-202507-2,模拟下游2,销售回款,1972935,0,15303966,CNY,SYNTHETIC
KS-INJECTION-1000-B0335,2025-07-14,KS-INJECTION-1000-S-202507-3,模拟下游3,销售回款,1972934,0,17276900,CNY,SYNTHETIC
KS-INJECTION-1000-B0336,2025-07-16,KS-INJECTION-1000-P-202507-1,模拟原料商1,原料付款,0,1542476,15734424,CNY,SYNTHETIC
KS-INJECTION-1000-B0337,2025-07-17,KS-INJECTION-1000-P-202507-2,模拟原料商2,原料付款,0,1028318,14706106,CNY,SYNTHETIC
KS-INJECTION-1000-B0338,2025-07-25,KS-INJECTION-1000-PAY-202507,模拟工资代发,工资,0,520000,14186106,CNY,SYNTHETIC
KS-INJECTION-1000-B0339,2025-07-25,KS-INJECTION-1000-ELEC-202507,模拟供电结算,电费,0,280800,13905306,CNY,SYNTHETIC
KS-INJECTION-1000-B0340,2025-07-25,KS-INJECTION-1000-OPEX-202507,模拟费用结算,管理销售费用,0,320000,13585306,CNY,SYNTHETIC
KS-INJECTION-1000-B0341,2025-07-25,KS-INJECTION-1000-INT-202507,模拟融资机构,利息,0,25000,13560306,CNY,SYNTHETIC
KS-INJECTION-1000-B0342,2025-07-25,KS-INJECTION-1000-VAT-202507,模拟税费账户,增值税,0,392047,13168259,CNY,SYNTHETIC
KS-INJECTION-1000-B0343,2025-07-25,KS-INJECTION-1000-CIT-202507,模拟税费账户,所得税,0,422487,12745772,CNY,SYNTHETIC
KS-INJECTION-1000-B0344,2025-08-12,KS-INJECTION-1000-S-202508-1,模拟下游1,销售回款,2032721,0,14778493,CNY,SYNTHETIC
KS-INJECTION-1000-B0345,2025-08-13,KS-INJECTION-1000-S-202508-2,模拟下游2,销售回款,1972935,0,16751428,CNY,SYNTHETIC
KS-INJECTION-1000-B0346,2025-08-14,KS-INJECTION-1000-S-202508-3,模拟下游3,销售回款,1972934,0,18724362,CNY,SYNTHETIC
KS-INJECTION-1000-B0347,2025-08-16,KS-INJECTION-1000-P-202508-1,模拟原料商1,原料付款,0,1542476,17181886,CNY,SYNTHETIC
KS-INJECTION-1000-B0348,2025-08-17,KS-INJECTION-1000-P-202508-2,模拟原料商2,原料付款,0,1028318,16153568,CNY,SYNTHETIC
KS-INJECTION-1000-B0349,2025-08-25,KS-INJECTION-1000-PAY-202508,模拟工资代发,工资,0,520000,15633568,CNY,SYNTHETIC
KS-INJECTION-1000-B0350,2025-08-25,KS-INJECTION-1000-ELEC-202508,模拟供电结算,电费,0,280800,15352768,CNY,SYNTHETIC
KS-INJECTION-1000-B0351,2025-08-25,KS-INJECTION-1000-OPEX-202508,模拟费用结算,管理销售费用,0,320000,15032768,CNY,SYNTHETIC
KS-INJECTION-1000-B0352,2025-08-25,KS-INJECTION-1000-INT-202508,模拟融资机构,利息,0,25000,15007768,CNY,SYNTHETIC
KS-INJECTION-1000-B0353,2025-08-25,KS-INJECTION-1000-VAT-202508,模拟税费账户,增值税,0,392047,14615721,CNY,SYNTHETIC
KS-INJECTION-1000-B0354,2025-08-25,KS-INJECTION-1000-CIT-202508,模拟税费账户,所得税,0,422487,14193234,CNY,SYNTHETIC
KS-INJECTION-1000-B0355,2025-09-12,KS-INJECTION-1000-S-202509-1,模拟下游1,销售回款,1957438,0,16150672,CNY,SYNTHETIC
KS-INJECTION-1000-B0356,2025-09-13,KS-INJECTION-1000-S-202509-2,模拟下游2,销售回款,1899866,0,18050538,CNY,SYNTHETIC
KS-INJECTION-1000-B0357,2025-09-14,KS-INJECTION-1000-S-202509-3,模拟下游3,销售回款,1899865,0,19950403,CNY,SYNTHETIC
KS-INJECTION-1000-B0358,2025-09-16,KS-INJECTION-1000-P-202509-1,模拟原料商1,原料付款,0,1485350,18465053,CNY,SYNTHETIC
KS-INJECTION-1000-B0359,2025-09-17,KS-INJECTION-1000-P-202509-2,模拟原料商2,原料付款,0,990233,17474820,CNY,SYNTHETIC
KS-INJECTION-1000-B0360,2025-09-25,KS-INJECTION-1000-PAY-202509,模拟工资代发,工资,0,520000,16954820,CNY,SYNTHETIC
KS-INJECTION-1000-B0361,2025-09-25,KS-INJECTION-1000-ELEC-202509,模拟供电结算,电费,0,270400,16684420,CNY,SYNTHETIC
KS-INJECTION-1000-B0362,2025-09-25,KS-INJECTION-1000-OPEX-202509,模拟费用结算,管理销售费用,0,320000,16364420,CNY,SYNTHETIC
KS-INJECTION-1000-B0363,2025-09-25,KS-INJECTION-1000-INT-202509,模拟融资机构,利息,0,25000,16339420,CNY,SYNTHETIC
