流水号,日期,关联单号,对手方,摘要,收入元,支出元,余额元,币种,标识
KS-LASER-500-B0198,2024-06-25,KS-LASER-500-VAT-202406,模拟税费账户,增值税,0,164824,4259607,CNY,SYNTHETIC
KS-LASER-500-B0199,2024-06-25,KS-LASER-500-CIT-202406,模拟税费账户,所得税,0,117594,4142013,CNY,SYNTHETIC
KS-LASER-500-B0200,2024-07-12,KS-LASER-500-S-202407-1,模拟下游1,销售回款,1173011,0,5315024,CNY,SYNTHETIC
KS-LASER-500-B0201,2024-07-13,KS-LASER-500-S-202407-2,模拟下游2,销售回款,1026385,0,6341409,CNY,SYNTHETIC
KS-LASER-500-B0202,2024-07-14,KS-LASER-500-S-202407-3,模拟下游3,销售回款,733133,0,7074542,CNY,SYNTHETIC
KS-LASER-500-B0203,2024-07-16,KS-LASER-500-P-202407-1,模拟原料商1,原料付款,0,884180,6190362,CNY,SYNTHETIC
KS-LASER-500-B0204,2024-07-17,KS-LASER-500-P-202407-2,模拟原料商2,原料付款,0,589453,5600909,CNY,SYNTHETIC
KS-LASER-500-B0205,2024-07-25,KS-LASER-500-PAY-202407,模拟工资代发,工资,0,350000,5250909,CNY,SYNTHETIC
KS-LASER-500-B0206,2024-07-25,KS-LASER-500-ELEC-202407,模拟供电结算,电费,0,162000,5088909,CNY,SYNTHETIC
KS-LASER-500-B0207,2024-07-25,KS-LASER-500-OPEX-202407,模拟费用结算,管理销售费用,0,180000,4908909,CNY,SYNTHETIC
KS-LASER-500-B0208,2024-07-25,KS-LASER-500-INT-202407,模拟融资机构,利息,0,20000,4888909,CNY,SYNTHETIC
KS-LASER-500-B0209,2024-07-25,KS-LASER-500-VAT-202407,模拟税费账户,增值税,0,169533,4719376,CNY,SYNTHETIC
KS-LASER-500-B0210,2024-07-25,KS-LASER-500-CIT-202407,模拟税费账户,所得税,0,125525,4593851,CNY,SYNTHETIC
KS-LASER-500-B0211,2024-08-12,KS-LASER-500-S-202408-1,模拟下游1,销售回款,1173011,0,5766862,CNY,SYNTHETIC
KS-LASER-500-B0212,2024-08-13,KS-LASER-500-S-202408-2,模拟下游2,销售回款,1026385,0,6793247,CNY,SYNTHETIC
KS-LASER-500-B0213,2024-08-14,KS-LASER-500-S-202408-3,模拟下游3,销售回款,733133,0,7526380,CNY,SYNTHETIC
KS-LASER-500-B0214,2024-08-16,KS-LASER-500-P-202408-1,模拟原料商1,原料付款,0,884180,6642200,CNY,SYNTHETIC
KS-LASER-500-B0215,2024-08-17,KS-LASER-500-P-202408-2,模拟原料商2,原料付款,0,589453,6052747,CNY,SYNTHETIC
KS-LASER-500-B0216,2024-08-25,KS-LASER-500-PAY-202408,模拟工资代发,工资,0,350000,5702747,CNY,SYNTHETIC
KS-LASER-500-B0217,2024-08-25,KS-LASER-500-ELEC-202408,模拟供电结算,电费,0,162000,5540747,CNY,SYNTHETIC
KS-LASER-500-B0218,2024-08-25,KS-LASER-500-OPEX-202408,模拟费用结算,管理销售费用,0,180000,5360747,CNY,SYNTHETIC
KS-LASER-500-B0219,2024-08-25,KS-LASER-500-INT-202408,模拟融资机构,利息,0,20000,5340747,CNY,SYNTHETIC
KS-LASER-500-B0220,2024-08-25,KS-LASER-500-VAT-202408,模拟税费账户,增值税,0,169533,5171214,CNY,SYNTHETIC
KS-LASER-500-B0221,2024-08-25,KS-LASER-500-CIT-202408,模拟税费账户,所得税,0,125525,5045689,CNY,SYNTHETIC
KS-LASER-500-B0222,2024-09-12,KS-LASER-500-S-202409-1,模拟下游1,销售回款,1129567,0,6175256,CNY,SYNTHETIC
KS-LASER-500-B0223,2024-09-13,KS-LASER-500-S-202409-2,模拟下游2,销售回款,988371,0,7163627,CNY,SYNTHETIC
KS-LASER-500-B0224,2024-09-14,KS-LASER-500-S-202409-3,模拟下游3,销售回款,705979,0,7869606,CNY,SYNTHETIC
KS-LASER-500-B0225,2024-09-16,KS-LASER-500-P-202409-1,模拟原料商1,原料付款,0,851432,7018174,CNY,SYNTHETIC
KS-LASER-500-B0226,2024-09-17,KS-LASER-500-P-202409-2,模拟原料商2,原料付款,0,567622,6450552,CNY,SYNTHETIC
KS-LASER-500-B0227,2024-09-25,KS-LASER-500-PAY-202409,模拟工资代发,工资,0,350000,6100552,CNY,SYNTHETIC
KS-LASER-500-B0228,2024-09-25,KS-LASER-500-ELEC-202409,模拟供电结算,电费,0,156000,5944552,CNY,SYNTHETIC
KS-LASER-500-B0229,2024-09-25,KS-LASER-500-OPEX-202409,模拟费用结算,管理销售费用,0,180000,5764552,CNY,SYNTHETIC
KS-LASER-500-B0230,2024-09-25,KS-LASER-500-INT-202409,模拟融资机构,利息,0,20000,5744552,CNY,SYNTHETIC
KS-LASER-500-B0231,2024-09-25,KS-LASER-500-VAT-202409,模拟税费账户,增值税,0,163254,5581298,CNY,SYNTHETIC
KS-LASER-500-B0232,2024-09-25,KS-LASER-500-CIT-202409,模拟税费账户,所得税,0,114950,5466348,CNY,SYNTHETIC
KS-LASER-500-B0233,2024-10-12,KS-LASER-500-S-202410-1,模拟下游1,销售回款,1107845,0,6574193,CNY,SYNTHETIC
KS-LASER-500-B0234,2024-10-13,KS-LASER-500-S-202410-2,模拟下游2,销售回款,969364,0,7543557,CNY,SYNTHETIC
KS-LASER-500-B0235,2024-10-14,KS-LASER-500-S-202410-3,模拟下游3,销售回款,692403,0,8235960,CNY,SYNTHETIC
KS-LASER-500-B0236,2024-10-16,KS-LASER-500-P-202410-1,模拟原料商1,原料付款,0,835058,7400902,CNY,SYNTHETIC
KS-LASER-500-B0237,2024-10-17,KS-LASER-500-P-202410-2,模拟原料商2,原料付款,0,556706,6844196,CNY,SYNTHETIC
KS-LASER-500-B0238,2024-10-25,KS-LASER-500-PAY-202410,模拟工资代发,工资,0,350000,6494196,CNY,SYNTHETIC
KS-LASER-500-B0239,2024-10-25,KS-LASER-500-ELEC-202410,模拟供电结算,电费,0,153000,6341196,CNY,SYNTHETIC
KS-LASER-500-B0240,2024-10-25,KS-LASER-500-OPEX-202410,模拟费用结算,管理销售费用,0,180000,6161196,CNY,SYNTHETIC
KS-LASER-500-B0241,2024-10-25,KS-LASER-500-INT-202410,模拟融资机构,利息,0,20000,6141196,CNY,SYNTHETIC
KS-LASER-500-B0242,2024-10-25,KS-LASER-500-VAT-202410,模拟税费账户,增值税,0,160115,5981081,CNY,SYNTHETIC
KS-LASER-500-B0243,2024-10-25,KS-LASER-500-CIT-202410,模拟税费账户,所得税,0,109662,5871419,CNY,SYNTHETIC
KS-LASER-500-B0244,2024-11-12,KS-LASER-500-S-202411-1,模拟下游1,销售回款,1151290,0,7022709,CNY,SYNTHETIC
KS-LASER-500-B0245,2024-11-13,KS-LASER-500-S-202411-2,模拟下游2,销售回款,1007378,0,8030087,CNY,SYNTHETIC
KS-LASER-500-B0246,2024-11-14,KS-LASER-500-S-202411-3,模拟下游3,销售回款,719556,0,8749643,CNY,SYNTHETIC
KS-LASER-500-B0247,2024-11-16,KS-LASER-500-P-202411-1,模拟原料商1,原料付款,0,867806,7881837,CNY,SYNTHETIC
KS-LASER-500-B0248,2024-11-17,KS-LASER-500-P-202411-2,模拟原料商2,原料付款,0,578538,7303299,CNY,SYNTHETIC
KS-LASER-500-B0249,2024-11-25,KS-LASER-500-PAY-202411,模拟工资代发,工资,0,350000,6953299,CNY,SYNTHETIC
KS-LASER-500-B0250,2024-11-25,KS-LASER-500-ELEC-202411,模拟供电结算,电费,0,159000,6794299,CNY,SYNTHETIC
KS-LASER-500-B0251,2024-11-25,KS-LASER-500-OPEX-202411,模拟费用结算,管理销售费用,0,180000,6614299,CNY,SYNTHETIC
KS-LASER-500-B0252,2024-11-25,KS-LASER-500-INT-202411,模拟融资机构,利息,0,20000,6594299,CNY,SYNTHETIC
KS-LASER-500-B0253,2024-11-25,KS-LASER-500-VAT-202411,模拟税费账户,增值税,0,166393,6427906,CNY,SYNTHETIC
KS-LASER-500-B0254,2024-11-25,KS-LASER-500-CIT-202411,模拟税费账户,所得税,0,120238,6307668,CNY,SYNTHETIC
KS-LASER-500-B0255,2024-12-12,KS-LASER-500-S-202412-1,模拟下游1,销售回款,1194734,0,7502402,CNY,SYNTHETIC
KS-LASER-500-B0256,2024-12-13,KS-LASER-500-S-202412-2,模拟下游2,销售回款,1045393,0,8547795,CNY,SYNTHETIC
KS-LASER-500-B0257,2024-12-14,KS-LASER-500-S-202412-3,模拟下游3,销售回款,746709,0,9294504,CNY,SYNTHETIC
KS-LASER-500-B0258,2024-12-16,KS-LASER-500-P-202412-1,模拟原料商1,原料付款,0,900553,8393951,CNY,SYNTHETIC
KS-LASER-500-B0259,2024-12-17,KS-LASER-500-P-202412-2,模拟原料商2,原料付款,0,600369,7793582,CNY,SYNTHETIC
KS-LASER-500-B0260,2024-12-25,KS-LASER-500-PAY-202412,模拟工资代发,工资,0,350000,7443582,CNY,SYNTHETIC
KS-LASER-500-B0261,2024-12-25,KS-LASER-500-ELEC-202412,模拟供电结算,电费,0,165000,7278582,CNY,SYNTHETIC
KS-LASER-500-B0262,2024-12-25,KS-LASER-500-OPEX-202412,模拟费用结算,管理销售费用,0,180000,7098582,CNY,SYNTHETIC
KS-LASER-500-B0263,2024-12-25,KS-LASER-500-INT-202412,模拟融资机构,利息,0,20000,7078582,CNY,SYNTHETIC
KS-LASER-500-B0264,2024-12-25,KS-LASER-500-VAT-202412,模拟税费账户,增值税,0,172673,6905909,CNY,SYNTHETIC
KS-LASER-500-B0265,2024-12-25,KS-LASER-500-CIT-202412,模拟税费账户,所得税,0,130812,6775097,CNY,SYNTHETIC
KS-LASER-500-B0266,2024-12-28,KS-LASER-500-DIV-2024,模拟股东,利润分配（筹资）,0,4775097,2000000,CNY,SYNTHETIC
KS-LASER-500-B0267,2025-01-12,KS-LASER-500-S-202501-1,模拟下游1,销售回款,912342,0,2912342,CNY,SYNTHETIC
KS-LASER-500-B0268,2025-01-13,KS-LASER-500-S-202501-2,模拟下游2,销售回款,798299,0,3710641,CNY,SYNTHETIC
KS-LASER-500-B0269,2025-01-14,KS-LASER-500-S-202501-3,模拟下游3,销售回款,570215,0,4280856,CNY,SYNTHETIC
KS-LASER-500-B0270,2025-01-16,KS-LASER-500-P-202501-1,模拟原料商1,原料付款,0,687695,3593161,CNY,SYNTHETIC
KS-LASER-500-B0271,2025-01-17,KS-LASER-500-P-202501-2,模拟原料商2,原料付款,0,458464,3134697,CNY,SYNTHETIC
KS-LASER-500-B0272,2025-01-25,KS-LASER-500-PAY-202501,模拟工资代发,工资,0,350000,2784697,CNY,SYNTHETIC
KS-LASER-500-B0273,2025-01-25,KS-LASER-500-ELEC-202501,模拟供电结算,电费,0,120000,2664697,CNY,SYNTHETIC
KS-LASER-500-B0274,2025-01-25,KS-LASER-500-OPEX-202501,模拟费用结算,管理销售费用,0,180000,2484697,CNY,SYNTHETIC
KS-LASER-500-B0275,2025-01-25,KS-LASER-500-INT-202501,模拟融资机构,利息,0,20000,2464697,CNY,SYNTHETIC
KS-LASER-500-B0276,2025-01-25,KS-LASER-500-VAT-202501,模拟税费账户,增值税,0,131859,2332838,CNY,SYNTHETIC
KS-LASER-500-B0277,2025-01-25,KS-LASER-500-CIT-202501,模拟税费账户,所得税,0,63575,2269263,CNY,SYNTHETIC
KS-LASER-500-B0278,2025-02-12,KS-LASER-500-S-202502-1,模拟下游1,销售回款,821108,0,3090371,CNY,SYNTHETIC
KS-LASER-500-B0279,2025-02-13,KS-LASER-500-S-202502-2,模拟下游2,销售回款,718470,0,3808841,CNY,SYNTHETIC
KS-LASER-500-B0280,2025-02-14,KS-LASER-500-S-202502-3,模拟下游3,销售回款,513193,0,4322034,CNY,SYNTHETIC
KS-LASER-500-B0281,2025-02-16,KS-LASER-500-P-202502-1,模拟原料商1,原料付款,0,618926,3703108,CNY,SYNTHETIC
KS-LASER-500-B0282,2025-02-17,KS-LASER-500-P-202502-2,模拟原料商2,原料付款,0,412617,3290491,CNY,SYNTHETIC
KS-LASER-500-B0283,2025-02-25,KS-LASER-500-PAY-202502,模拟工资代发,工资,0,350000,2940491,CNY,SYNTHETIC
KS-LASER-500-B0284,2025-02-25,KS-LASER-500-ELEC-202502,模拟供电结算,电费,0,108000,2832491,CNY,SYNTHETIC
KS-LASER-500-B0285,2025-02-25,KS-LASER-500-OPEX-202502,模拟费用结算,管理销售费用,0,180000,2652491,CNY,SYNTHETIC
KS-LASER-500-B0286,2025-02-25,KS-LASER-500-INT-202502,模拟融资机构,利息,0,20000,2632491,CNY,SYNTHETIC
KS-LASER-500-B0287,2025-02-25,KS-LASER-500-VAT-202502,模拟税费账户,增值税,0,118673,2513818,CNY,SYNTHETIC
KS-LASER-500-B0288,2025-02-25,KS-LASER-500-CIT-202502,模拟税费账户,所得税,0,41218,2472600,CNY,SYNTHETIC
KS-LASER-500-B0289,2025-03-12,KS-LASER-500-S-202503-1,模拟下游1,销售回款,1163288,0,3635888,CNY,SYNTHETIC
KS-LASER-500-B0290,2025-03-13,KS-LASER-500-S-202503-2,模拟下游2,销售回款,1017877,0,4653765,CNY,SYNTHETIC
KS-LASER-500-B0291,2025-03-14,KS-LASER-500-S-202503-3,模拟下游3,销售回款,727055,0,5380820,CNY,SYNTHETIC
KS-LASER-500-B0292,2025-03-16,KS-LASER-500-P-202503-1,模拟原料商1,原料付款,0,876851,4503969,CNY,SYNTHETIC
KS-LASER-500-B0293,2025-03-17,KS-LASER-500-P-202503-2,模拟原料商2,原料付款,0,584567,3919402,CNY,SYNTHETIC
KS-LASER-500-B0294,2025-03-25,KS-LASER-500-PAY-202503,模拟工资代发,工资,0,350000,3569402,CNY,SYNTHETIC
KS-LASER-500-B0295,2025-03-25,KS-LASER-500-ELEC-202503,模拟供电结算,电费,0,153000,3416402,CNY,SYNTHETIC
KS-LASER-500-B0296,2025-03-25,KS-LASER-500-OPEX-202503,模拟费用结算,管理销售费用,0,180000,3236402,CNY,SYNTHETIC
KS-LASER-500-B0297,2025-03-25,KS-LASER-500-INT-202503,模拟融资机构,利息,0,20000,3216402,CNY,SYNTHETIC
KS-LASER-500-B0298,2025-03-25,KS-LASER-500-VAT-202503,模拟税费账户,增值税,0,168127,3048275,CNY,SYNTHETIC
KS-LASER-500-B0299,2025-03-25,KS-LASER-500-CIT-202503,模拟税费账户,所得税,0,125072,2923203,CNY,SYNTHETIC
KS-LASER-500-B0300,2025-04-12,KS-LASER-500-S-202504-1,模拟下游1,销售回款,1208802,0,4132005,CNY,SYNTHETIC
KS-LASER-500-B0301,2025-04-13,KS-LASER-500-S-202504-2,模拟下游2,销售回款,1057702,0,5189707,CNY,SYNTHETIC
KS-LASER-500-B0302,2025-04-14,KS-LASER-500-S-202504-3,模拟下游3,销售回款,755502,0,5945209,CNY,SYNTHETIC
KS-LASER-500-B0303,2025-04-16,KS-LASER-500-P-202504-1,模拟原料商1,原料付款,0,911158,5034051,CNY,SYNTHETIC
KS-LASER-500-B0304,2025-04-17,KS-LASER-500-P-202504-2,模拟原料商2,原料付款,0,607438,4426613,CNY,SYNTHETIC
KS-LASER-500-B0305,2025-04-25,KS-LASER-500-PAY-202504,模拟工资代发,工资,0,350000,4076613,CNY,SYNTHETIC
KS-LASER-500-B0306,2025-04-25,KS-LASER-500-ELEC-202504,模拟供电结算,电费,0,159000,3917613,CNY,SYNTHETIC
KS-LASER-500-B0307,2025-04-25,KS-LASER-500-OPEX-202504,模拟费用结算,管理销售费用,0,180000,3737613,CNY,SYNTHETIC
KS-LASER-500-B0308,2025-04-25,KS-LASER-500-INT-202504,模拟融资机构,利息,0,20000,3717613,CNY,SYNTHETIC
KS-LASER-500-B0309,2025-04-25,KS-LASER-500-VAT-202504,模拟税费账户,增值税,0,174705,3542908,CNY,SYNTHETIC
KS-LASER-500-B0310,2025-04-25,KS-LASER-500-CIT-202504,模拟税费账户,所得税,0,136222,3406686,CNY,SYNTHETIC
KS-LASER-500-B0311,2025-05-12,KS-LASER-500-S-202505-1,模拟下游1,销售回款,1254523,0,4661209,CNY,SYNTHETIC
KS-LASER-500-B0312,2025-05-13,KS-LASER-500-S-202505-2,模拟下游2,销售回款,1097707,0,5758916,CNY,SYNTHETIC
KS-LASER-500-B0313,2025-05-14,KS-LASER-500-S-202505-3,模拟下游3,销售回款,784077,0,6542993,CNY,SYNTHETIC
KS-LASER-500-B0314,2025-05-16,KS-LASER-500-P-202505-1,模拟原料商1,原料付款,0,945620,5597373,CNY,SYNTHETIC
KS-LASER-500-B0315,2025-05-17,KS-LASER-500-P-202505-2,模拟原料商2,原料付款,0,630414,4966959,CNY,SYNTHETIC
KS-LASER-500-B0316,2025-05-25,KS-LASER-500-PAY-202505,模拟工资代发,工资,0,350000,4616959,CNY,SYNTHETIC
KS-LASER-500-B0317,2025-05-25,KS-LASER-500-ELEC-202505,模拟供电结算,电费,0,165000,4451959,CNY,SYNTHETIC
KS-LASER-500-B0318,2025-05-25,KS-LASER-500-OPEX-202505,模拟费用结算,管理销售费用,0,180000,4271959,CNY,SYNTHETIC
KS-LASER-500-B0319,2025-05-25,KS-LASER-500-INT-202505,模拟融资机构,利息,0,20000,4251959,CNY,SYNTHETIC
KS-LASER-500-B0320,2025-05-25,KS-LASER-500-VAT-202505,模拟税费账户,增值税,0,181313,4070646,CNY,SYNTHETIC
KS-LASER-500-B0321,2025-05-25,KS-LASER-500-CIT-202505,模拟税费账户,所得税,0,147430,3923216,CNY,SYNTHETIC
KS-LASER-500-B0322,2025-06-12,KS-LASER-500-S-202506-1,模拟下游1,销售回款,1197424,0,5120640,CNY,SYNTHETIC
KS-LASER-500-B0323,2025-06-13,KS-LASER-500-S-202506-2,模拟下游2,销售回款,1047746,0,6168386,CNY,SYNTHETIC
KS-LASER-500-B0324,2025-06-14,KS-LASER-500-S-202506-3,模拟下游3,销售回款,748389,0,6916775,CNY,SYNTHETIC
KS-LASER-500-B0325,2025-06-16,KS-LASER-500-P-202506-1,模拟原料商1,原料付款,0,902581,6014194,CNY,SYNTHETIC
KS-LASER-500-B0326,2025-06-17,KS-LASER-500-P-202506-2,模拟原料商2,原料付款,0,601720,5412474,CNY,SYNTHETIC
KS-LASER-500-B0327,2025-06-25,KS-LASER-500-PAY-202506,模拟工资代发,工资,0,350000,5062474,CNY,SYNTHETIC
KS-LASER-500-B0328,2025-06-25,KS-LASER-500-ELEC-202506,模拟供电结算,电费,0,157500,4904974,CNY,SYNTHETIC
KS-LASER-500-B0329,2025-06-25,KS-LASER-500-OPEX-202506,模拟费用结算,管理销售费用,0,180000,4724974,CNY,SYNTHETIC
KS-LASER-500-B0330,2025-06-25,KS-LASER-500-INT-202506,模拟融资机构,利息,0,20000,4704974,CNY,SYNTHETIC
KS-LASER-500-B0331,2025-06-25,KS-LASER-500-VAT-202506,模拟税费账户,增值税,0,173061,4531913,CNY,SYNTHETIC
KS-LASER-500-B0332,2025-06-25,KS-LASER-500-CIT-202506,模拟税费账户,所得税,0,133435,4398478,CNY,SYNTHETIC
KS-LASER-500-B0333,2025-07-12,KS-LASER-500-S-202507-1,模拟下游1,销售回款,1231663,0,5630141,CNY,SYNTHETIC
KS-LASER-500-B0334,2025-07-13,KS-LASER-500-S-202507-2,模拟下游2,销售回款,1077704,0,6707845,CNY,SYNTHETIC
KS-LASER-500-B0335,2025-07-14,KS-LASER-500-S-202507-3,模拟下游3,销售回款,769789,0,7477634,CNY,SYNTHETIC
KS-LASER-500-B0336,2025-07-16,KS-LASER-500-P-202507-1,模拟原料商1,原料付款,0,928389,6549245,CNY,SYNTHETIC
KS-LASER-500-B0337,2025-07-17,KS-LASER-500-P-202507-2,模拟原料商2,原料付款,0,618926,5930319,CNY,SYNTHETIC
KS-LASER-500-B0338,2025-07-25,KS-LASER-500-PAY-202507,模拟工资代发,工资,0,350000,5580319,CNY,SYNTHETIC
KS-LASER-500-B0339,2025-07-25,KS-LASER-500-ELEC-202507,模拟供电结算,电费,0,162000,5418319,CNY,SYNTHETIC
KS-LASER-500-B0340,2025-07-25,KS-LASER-500-OPEX-202507,模拟费用结算,管理销售费用,0,180000,5238319,CNY,SYNTHETIC
KS-LASER-500-B0341,2025-07-25,KS-LASER-500-INT-202507,模拟融资机构,利息,0,20000,5218319,CNY,SYNTHETIC
KS-LASER-500-B0342,2025-07-25,KS-LASER-500-VAT-202507,模拟税费账户,增值税,0,178009,5040310,CNY,SYNTHETIC
KS-LASER-500-B0343,2025-07-25,KS-LASER-500-CIT-202507,模拟税费账户,所得税,0,141826,4898484,CNY,SYNTHETIC
KS-LASER-500-B0344,2025-08-12,KS-LASER-500-S-202508-1,模拟下游1,销售回款,1231663,0,6130147,CNY,SYNTHETIC
KS-LASER-500-B0345,2025-08-13,KS-LASER-500-S-202508-2,模拟下游2,销售回款,1077704,0,7207851,CNY,SYNTHETIC
KS-LASER-500-B0346,2025-08-14,KS-LASER-500-S-202508-3,模拟下游3,销售回款,769789,0,7977640,CNY,SYNTHETIC
KS-LASER-500-B0347,2025-08-16,KS-LASER-500-P-202508-1,模拟原料商1,原料付款,0,928389,7049251,CNY,SYNTHETIC
KS-LASER-500-B0348,2025-08-17,KS-LASER-500-P-202508-2,模拟原料商2,原料付款,0,618926,6430325,CNY,SYNTHETIC
KS-LASER-500-B0349,2025-08-25,KS-LASER-500-PAY-202508,模拟工资代发,工资,0,350000,6080325,CNY,SYNTHETIC
KS-LASER-500-B0350,2025-08-25,KS-LASER-500-ELEC-202508,模拟供电结算,电费,0,162000,5918325,CNY,SYNTHETIC
KS-LASER-500-B0351,2025-08-25,KS-LASER-500-OPEX-202508,模拟费用结算,管理销售费用,0,180000,5738325,CNY,SYNTHETIC
KS-LASER-500-B0352,2025-08-25,KS-LASER-500-INT-202508,模拟融资机构,利息,0,20000,5718325,CNY,SYNTHETIC
KS-LASER-500-B0353,2025-08-25,KS-LASER-500-VAT-202508,模拟税费账户,增值税,0,178009,5540316,CNY,SYNTHETIC
KS-LASER-500-B0354,2025-08-25,KS-LASER-500-CIT-202508,模拟税费账户,所得税,0,141826,5398490,CNY,SYNTHETIC
KS-LASER-500-B0355,2025-09-12,KS-LASER-500-S-202509-1,模拟下游1,销售回款,1186045,0,6584535,CNY,SYNTHETIC
KS-LASER-500-B0356,2025-09-13,KS-LASER-500-S-202509-2,模拟下游2,销售回款,1037790,0,7622325,CNY,SYNTHETIC
KS-LASER-500-B0357,2025-09-14,KS-LASER-500-S-202509-3,模拟下游3,销售回款,741278,0,8363603,CNY,SYNTHETIC
KS-LASER-500-B0358,2025-09-16,KS-LASER-500-P-202509-1,模拟原料商1,原料付款,0,894004,7469599,CNY,SYNTHETIC
KS-LASER-500-B0359,2025-09-17,KS-LASER-500-P-202509-2,模拟原料商2,原料付款,0,596003,6873596,CNY,SYNTHETIC
KS-LASER-500-B0360,2025-09-25,KS-LASER-500-PAY-202509,模拟工资代发,工资,0,350000,6523596,CNY,SYNTHETIC
KS-LASER-500-B0361,2025-09-25,KS-LASER-500-ELEC-202509,模拟供电结算,电费,0,156000,6367596,CNY,SYNTHETIC
KS-LASER-500-B0362,2025-09-25,KS-LASER-500-OPEX-202509,模拟费用结算,管理销售费用,0,180000,6187596,CNY,SYNTHETIC
KS-LASER-500-B0363,2025-09-25,KS-LASER-500-INT-202509,模拟融资机构,利息,0,20000,6167596,CNY,SYNTHETIC
KS-LASER-500-B0364,2025-09-25,KS-LASER-500-VAT-202509,模拟税费账户,增值税,0,171416,5996180,CNY,SYNTHETIC
KS-LASER-500-B0365,2025-09-25,KS-LASER-500-CIT-202509,模拟税费账户,所得税,0,130648,5865532,CNY,SYNTHETIC
KS-LASER-500-B0366,2025-10-12,KS-LASER-500-S-202510-1,模拟下游1,销售回款,1163288,0,7028820,CNY,SYNTHETIC
KS-LASER-500-B0367,2025-10-13,KS-LASER-500-S-202510-2,模拟下游2,销售回款,1017877,0,8046697,CNY,SYNTHETIC
KS-LASER-500-B0368,2025-10-14,KS-LASER-500-S-202510-3,模拟下游3,销售回款,727055,0,8773752,CNY,SYNTHETIC
KS-LASER-500-B0369,2025-10-16,KS-LASER-500-P-202510-1,模拟原料商1,原料付款,0,876851,7896901,CNY,SYNTHETIC
KS-LASER-500-B0370,2025-10-17,KS-LASER-500-P-202510-2,模拟原料商2,原料付款,0,584567,7312334,CNY,SYNTHETIC
KS-LASER-500-B0371,2025-10-25,KS-LASER-500-PAY-202510,模拟工资代发,工资,0,350000,6962334,CNY,SYNTHETIC
KS-LASER-500-B0372,2025-10-25,KS-LASER-500-ELEC-202510,模拟供电结算,电费,0,153000,6809334,CNY,SYNTHETIC
KS-LASER-500-B0373,2025-10-25,KS-LASER-500-OPEX-202510,模拟费用结算,管理销售费用,0,180000,6629334,CNY,SYNTHETIC
KS-LASER-500-B0374,2025-10-25,KS-LASER-500-INT-202510,模拟融资机构,利息,0,20000,6609334,CNY,SYNTHETIC
KS-LASER-500-B0375,2025-10-25,KS-LASER-500-VAT-202510,模拟税费账户,增值税,0,168127,6441207,CNY,SYNTHETIC
KS-LASER-500-B0376,2025-10-25,KS-LASER-500-CIT-202510,模拟税费账户,所得税,0,125072,6316135,CNY,SYNTHETIC
KS-LASER-500-B0377,2025-11-12,KS-LASER-500-S-202511-1,模拟下游1,销售回款,1208802,0,7524937,CNY,SYNTHETIC
KS-LASER-500-B0378,2025-11-13,KS-LASER-500-S-202511-2,模拟下游2,销售回款,1057702,0,8582639,CNY,SYNTHETIC
KS-LASER-500-B0379,2025-11-14,KS-LASER-500-S-202511-3,模拟下游3,销售回款,755502,0,9338141,CNY,SYNTHETIC
KS-LASER-500-B0380,2025-11-16,KS-LASER-500-P-202511-1,模拟原料商1,原料付款,0,911158,8426983,CNY,SYNTHETIC
KS-LASER-500-B0381,2025-11-17,KS-LASER-500-P-202511-2,模拟原料商2,原料付款,0,607438,7819545,CNY,SYNTHETIC
KS-LASER-500-B0382,2025-11-25,KS-LASER-500-PAY-202511,模拟工资代发,工资,0,350000,7469545,CNY,SYNTHETIC
KS-LASER-500-B0383,2025-11-25,KS-LASER-500-ELEC-202511,模拟供电结算,电费,0,159000,7310545,CNY,SYNTHETIC
KS-LASER-500-B0384,2025-11-25,KS-LASER-500-OPEX-202511,模拟费用结算,管理销售费用,0,180000,7130545,CNY,SYNTHETIC
KS-LASER-500-B0385,2025-11-25,KS-LASER-500-INT-202511,模拟融资机构,利息,0,20000,7110545,CNY,SYNTHETIC
KS-LASER-500-B0386,2025-11-25,KS-LASER-500-VAT-202511,模拟税费账户,增值税,0,174705,6935840,CNY,SYNTHETIC
KS-LASER-500-B0387,2025-11-25,KS-LASER-500-CIT-202511,模拟税费账户,所得税,0,136222,6799618,CNY,SYNTHETIC
KS-LASER-500-B0388,2025-12-12,KS-LASER-500-S-202512-1,模拟下游1,销售回款,1254523,0,8054141,CNY,SYNTHETIC
KS-LASER-500-B0389,2025-12-13,KS-LASER-500-S-202512-2,模拟下游2,销售回款,1097707,0,9151848,CNY,SYNTHETIC
KS-LASER-500-B0390,2025-12-14,KS-LASER-500-S-202512-3,模拟下游3,销售回款,784077,0,9935925,CNY,SYNTHETIC
KS-LASER-500-B0391,2025-12-16,KS-LASER-500-P-202512-1,模拟原料商1,原料付款,0,945620,8990305,CNY,SYNTHETIC
KS-LASER-500-B0392,2025-12-17,KS-LASER-500-P-202512-2,模拟原料商2,原料付款,0,630414,8359891,CNY,SYNTHETIC
KS-LASER-500-B0393,2025-12-25,KS-LASER-500-PAY-202512,模拟工资代发,工资,0,350000,8009891,CNY,SYNTHETIC
KS-LASER-500-B0394,2025-12-25,KS-LASER-500-ELEC-202512,模拟供电结算,电费,0,165000,7844891,CNY,SYNTHETIC
KS-LASER-500-B0395,2025-12-25,KS-LASER-500-OPEX-202512,模拟费用结算,管理销售费用,0,180000,7664891,CNY,SYNTHETIC
