流水号,日期,关联单号,对手方,摘要,收入元,支出元,余额元,币种,标识
KS-TEXTILE-200-B0183,2024-05-25,KS-TEXTILE-200-ELEC-202405,模拟供电结算,电费,0,121000,4019390,CNY,SYNTHETIC
KS-TEXTILE-200-B0184,2024-05-25,KS-TEXTILE-200-OPEX-202405,模拟费用结算,管理销售费用,0,90000,3929390,CNY,SYNTHETIC
KS-TEXTILE-200-B0185,2024-05-25,KS-TEXTILE-200-INT-202405,模拟融资机构,利息,0,32000,3897390,CNY,SYNTHETIC
KS-TEXTILE-200-B0186,2024-05-25,KS-TEXTILE-200-VAT-202405,模拟税费账户,增值税,0,82883,3814507,CNY,SYNTHETIC
KS-TEXTILE-200-B0187,2024-05-25,KS-TEXTILE-200-CIT-202405,模拟税费账户,所得税,0,48640,3765867,CNY,SYNTHETIC
KS-TEXTILE-200-B0188,2024-06-12,KS-TEXTILE-200-S-202406-1,模拟下游1,销售回款,1264372,0,5030239,CNY,SYNTHETIC
KS-TEXTILE-200-B0189,2024-06-13,KS-TEXTILE-200-S-202406-2,模拟下游2,销售回款,486297,0,5516536,CNY,SYNTHETIC
KS-TEXTILE-200-B0190,2024-06-14,KS-TEXTILE-200-S-202406-3,模拟下游3,销售回款,194518,0,5711054,CNY,SYNTHETIC
KS-TEXTILE-200-B0191,2024-06-16,KS-TEXTILE-200-P-202406-1,模拟原料商1,原料付款,0,766286,4944768,CNY,SYNTHETIC
KS-TEXTILE-200-B0192,2024-06-17,KS-TEXTILE-200-P-202406-2,模拟原料商2,原料付款,0,510857,4433911,CNY,SYNTHETIC
KS-TEXTILE-200-B0193,2024-06-25,KS-TEXTILE-200-PAY-202406,模拟工资代发,工资,0,140000,4293911,CNY,SYNTHETIC
KS-TEXTILE-200-B0194,2024-06-25,KS-TEXTILE-200-ELEC-202406,模拟供电结算,电费,0,115500,4178411,CNY,SYNTHETIC
KS-TEXTILE-200-B0195,2024-06-25,KS-TEXTILE-200-OPEX-202406,模拟费用结算,管理销售费用,0,90000,4088411,CNY,SYNTHETIC
KS-TEXTILE-200-B0196,2024-06-25,KS-TEXTILE-200-INT-202406,模拟融资机构,利息,0,32000,4056411,CNY,SYNTHETIC
KS-TEXTILE-200-B0197,2024-06-25,KS-TEXTILE-200-VAT-202406,模拟税费账户,增值税,0,79115,3977296,CNY,SYNTHETIC
KS-TEXTILE-200-B0198,2024-06-25,KS-TEXTILE-200-CIT-202406,模拟税费账户,所得税,0,42769,3934527,CNY,SYNTHETIC
KS-TEXTILE-200-B0199,2024-07-12,KS-TEXTILE-200-S-202407-1,模拟下游1,销售回款,1300510,0,5235037,CNY,SYNTHETIC
KS-TEXTILE-200-B0200,2024-07-13,KS-TEXTILE-200-S-202407-2,模拟下游2,销售回款,500196,0,5735233,CNY,SYNTHETIC
KS-TEXTILE-200-B0201,2024-07-14,KS-TEXTILE-200-S-202407-3,模拟下游3,销售回款,200079,0,5935312,CNY,SYNTHETIC
KS-TEXTILE-200-B0202,2024-07-16,KS-TEXTILE-200-P-202407-1,模拟原料商1,原料付款,0,788187,5147125,CNY,SYNTHETIC
KS-TEXTILE-200-B0203,2024-07-17,KS-TEXTILE-200-P-202407-2,模拟原料商2,原料付款,0,525458,4621667,CNY,SYNTHETIC
KS-TEXTILE-200-B0204,2024-07-25,KS-TEXTILE-200-PAY-202407,模拟工资代发,工资,0,140000,4481667,CNY,SYNTHETIC
KS-TEXTILE-200-B0205,2024-07-25,KS-TEXTILE-200-ELEC-202407,模拟供电结算,电费,0,118800,4362867,CNY,SYNTHETIC
KS-TEXTILE-200-B0206,2024-07-25,KS-TEXTILE-200-OPEX-202407,模拟费用结算,管理销售费用,0,90000,4272867,CNY,SYNTHETIC
KS-TEXTILE-200-B0207,2024-07-25,KS-TEXTILE-200-INT-202407,模拟融资机构,利息,0,32000,4240867,CNY,SYNTHETIC
KS-TEXTILE-200-B0208,2024-07-25,KS-TEXTILE-200-VAT-202407,模拟税费账户,增值税,0,81377,4159490,CNY,SYNTHETIC
KS-TEXTILE-200-B0209,2024-07-25,KS-TEXTILE-200-CIT-202407,模拟税费账户,所得税,0,46293,4113197,CNY,SYNTHETIC
KS-TEXTILE-200-B0210,2024-08-12,KS-TEXTILE-200-S-202408-1,模拟下游1,销售回款,1300510,0,5413707,CNY,SYNTHETIC
KS-TEXTILE-200-B0211,2024-08-13,KS-TEXTILE-200-S-202408-2,模拟下游2,销售回款,500196,0,5913903,CNY,SYNTHETIC
KS-TEXTILE-200-B0212,2024-08-14,KS-TEXTILE-200-S-202408-3,模拟下游3,销售回款,200079,0,6113982,CNY,SYNTHETIC
KS-TEXTILE-200-B0213,2024-08-16,KS-TEXTILE-200-P-202408-1,模拟原料商1,原料付款,0,788187,5325795,CNY,SYNTHETIC
KS-TEXTILE-200-B0214,2024-08-17,KS-TEXTILE-200-P-202408-2,模拟原料商2,原料付款,0,525458,4800337,CNY,SYNTHETIC
KS-TEXTILE-200-B0215,2024-08-25,KS-TEXTILE-200-PAY-202408,模拟工资代发,工资,0,140000,4660337,CNY,SYNTHETIC
KS-TEXTILE-200-B0216,2024-08-25,KS-TEXTILE-200-ELEC-202408,模拟供电结算,电费,0,118800,4541537,CNY,SYNTHETIC
KS-TEXTILE-200-B0217,2024-08-25,KS-TEXTILE-200-OPEX-202408,模拟费用结算,管理销售费用,0,90000,4451537,CNY,SYNTHETIC
KS-TEXTILE-200-B0218,2024-08-25,KS-TEXTILE-200-INT-202408,模拟融资机构,利息,0,32000,4419537,CNY,SYNTHETIC
KS-TEXTILE-200-B0219,2024-08-25,KS-TEXTILE-200-VAT-202408,模拟税费账户,增值税,0,81377,4338160,CNY,SYNTHETIC
KS-TEXTILE-200-B0220,2024-08-25,KS-TEXTILE-200-CIT-202408,模拟税费账户,所得税,0,46293,4291867,CNY,SYNTHETIC
KS-TEXTILE-200-B0221,2024-09-12,KS-TEXTILE-200-S-202409-1,模拟下游1,销售回款,1252341,0,5544208,CNY,SYNTHETIC
KS-TEXTILE-200-B0222,2024-09-13,KS-TEXTILE-200-S-202409-2,模拟下游2,销售回款,481670,0,6025878,CNY,SYNTHETIC
KS-TEXTILE-200-B0223,2024-09-14,KS-TEXTILE-200-S-202409-3,模拟下游3,销售回款,192668,0,6218546,CNY,SYNTHETIC
KS-TEXTILE-200-B0224,2024-09-16,KS-TEXTILE-200-P-202409-1,模拟原料商1,原料付款,0,758995,5459551,CNY,SYNTHETIC
KS-TEXTILE-200-B0225,2024-09-17,KS-TEXTILE-200-P-202409-2,模拟原料商2,原料付款,0,505996,4953555,CNY,SYNTHETIC
KS-TEXTILE-200-B0226,2024-09-25,KS-TEXTILE-200-PAY-202409,模拟工资代发,工资,0,140000,4813555,CNY,SYNTHETIC
KS-TEXTILE-200-B0227,2024-09-25,KS-TEXTILE-200-ELEC-202409,模拟供电结算,电费,0,114400,4699155,CNY,SYNTHETIC
KS-TEXTILE-200-B0228,2024-09-25,KS-TEXTILE-200-OPEX-202409,模拟费用结算,管理销售费用,0,90000,4609155,CNY,SYNTHETIC
KS-TEXTILE-200-B0229,2024-09-25,KS-TEXTILE-200-INT-202409,模拟融资机构,利息,0,32000,4577155,CNY,SYNTHETIC
KS-TEXTILE-200-B0230,2024-09-25,KS-TEXTILE-200-VAT-202409,模拟税费账户,增值税,0,78362,4498793,CNY,SYNTHETIC
KS-TEXTILE-200-B0231,2024-09-25,KS-TEXTILE-200-CIT-202409,模拟税费账户,所得税,0,41597,4457196,CNY,SYNTHETIC
KS-TEXTILE-200-B0232,2024-10-12,KS-TEXTILE-200-S-202410-1,模拟下游1,销售回款,1228248,0,5685444,CNY,SYNTHETIC
KS-TEXTILE-200-B0233,2024-10-13,KS-TEXTILE-200-S-202410-2,模拟下游2,销售回款,472403,0,6157847,CNY,SYNTHETIC
KS-TEXTILE-200-B0234,2024-10-14,KS-TEXTILE-200-S-202410-3,模拟下游3,销售回款,188962,0,6346809,CNY,SYNTHETIC
KS-TEXTILE-200-B0235,2024-10-16,KS-TEXTILE-200-P-202410-1,模拟原料商1,原料付款,0,744393,5602416,CNY,SYNTHETIC
KS-TEXTILE-200-B0236,2024-10-17,KS-TEXTILE-200-P-202410-2,模拟原料商2,原料付款,0,496262,5106154,CNY,SYNTHETIC
KS-TEXTILE-200-B0237,2024-10-25,KS-TEXTILE-200-PAY-202410,模拟工资代发,工资,0,140000,4966154,CNY,SYNTHETIC
KS-TEXTILE-200-B0238,2024-10-25,KS-TEXTILE-200-ELEC-202410,模拟供电结算,电费,0,112200,4853954,CNY,SYNTHETIC
KS-TEXTILE-200-B0239,2024-10-25,KS-TEXTILE-200-OPEX-202410,模拟费用结算,管理销售费用,0,90000,4763954,CNY,SYNTHETIC
KS-TEXTILE-200-B0240,2024-10-25,KS-TEXTILE-200-INT-202410,模拟融资机构,利息,0,32000,4731954,CNY,SYNTHETIC
KS-TEXTILE-200-B0241,2024-10-25,KS-TEXTILE-200-VAT-202410,模拟税费账户,增值税,0,76855,4655099,CNY,SYNTHETIC
KS-TEXTILE-200-B0242,2024-10-25,KS-TEXTILE-200-CIT-202410,模拟税费账户,所得税,0,39248,4615851,CNY,SYNTHETIC
KS-TEXTILE-200-B0243,2024-11-12,KS-TEXTILE-200-S-202411-1,模拟下游1,销售回款,1276418,0,5892269,CNY,SYNTHETIC
KS-TEXTILE-200-B0244,2024-11-13,KS-TEXTILE-200-S-202411-2,模拟下游2,销售回款,490930,0,6383199,CNY,SYNTHETIC
KS-TEXTILE-200-B0245,2024-11-14,KS-TEXTILE-200-S-202411-3,模拟下游3,销售回款,196371,0,6579570,CNY,SYNTHETIC
KS-TEXTILE-200-B0246,2024-11-16,KS-TEXTILE-200-P-202411-1,模拟原料商1,原料付款,0,773587,5805983,CNY,SYNTHETIC
KS-TEXTILE-200-B0247,2024-11-17,KS-TEXTILE-200-P-202411-2,模拟原料商2,原料付款,0,515724,5290259,CNY,SYNTHETIC
KS-TEXTILE-200-B0248,2024-11-25,KS-TEXTILE-200-PAY-202411,模拟工资代发,工资,0,140000,5150259,CNY,SYNTHETIC
KS-TEXTILE-200-B0249,2024-11-25,KS-TEXTILE-200-ELEC-202411,模拟供电结算,电费,0,116600,5033659,CNY,SYNTHETIC
KS-TEXTILE-200-B0250,2024-11-25,KS-TEXTILE-200-OPEX-202411,模拟费用结算,管理销售费用,0,90000,4943659,CNY,SYNTHETIC
KS-TEXTILE-200-B0251,2024-11-25,KS-TEXTILE-200-INT-202411,模拟融资机构,利息,0,32000,4911659,CNY,SYNTHETIC
KS-TEXTILE-200-B0252,2024-11-25,KS-TEXTILE-200-VAT-202411,模拟税费账户,增值税,0,79869,4831790,CNY,SYNTHETIC
KS-TEXTILE-200-B0253,2024-11-25,KS-TEXTILE-200-CIT-202411,模拟税费账户,所得税,0,43944,4787846,CNY,SYNTHETIC
KS-TEXTILE-200-B0254,2024-12-12,KS-TEXTILE-200-S-202412-1,模拟下游1,销售回款,1324585,0,6112431,CNY,SYNTHETIC
KS-TEXTILE-200-B0255,2024-12-13,KS-TEXTILE-200-S-202412-2,模拟下游2,销售回款,509456,0,6621887,CNY,SYNTHETIC
KS-TEXTILE-200-B0256,2024-12-14,KS-TEXTILE-200-S-202412-3,模拟下游3,销售回款,203783,0,6825670,CNY,SYNTHETIC
KS-TEXTILE-200-B0257,2024-12-16,KS-TEXTILE-200-P-202412-1,模拟原料商1,原料付款,0,802779,6022891,CNY,SYNTHETIC
KS-TEXTILE-200-B0258,2024-12-17,KS-TEXTILE-200-P-202412-2,模拟原料商2,原料付款,0,535186,5487705,CNY,SYNTHETIC
KS-TEXTILE-200-B0259,2024-12-25,KS-TEXTILE-200-PAY-202412,模拟工资代发,工资,0,140000,5347705,CNY,SYNTHETIC
KS-TEXTILE-200-B0260,2024-12-25,KS-TEXTILE-200-ELEC-202412,模拟供电结算,电费,0,121000,5226705,CNY,SYNTHETIC
KS-TEXTILE-200-B0261,2024-12-25,KS-TEXTILE-200-OPEX-202412,模拟费用结算,管理销售费用,0,90000,5136705,CNY,SYNTHETIC
KS-TEXTILE-200-B0262,2024-12-25,KS-TEXTILE-200-INT-202412,模拟融资机构,利息,0,32000,5104705,CNY,SYNTHETIC
KS-TEXTILE-200-B0263,2024-12-25,KS-TEXTILE-200-VAT-202412,模拟税费账户,增值税,0,82883,5021822,CNY,SYNTHETIC
KS-TEXTILE-200-B0264,2024-12-25,KS-TEXTILE-200-CIT-202412,模拟税费账户,所得税,0,48640,4973182,CNY,SYNTHETIC
KS-TEXTILE-200-B0265,2025-01-12,KS-TEXTILE-200-S-202501-1,模拟下游1,销售回款,886273,0,5859455,CNY,SYNTHETIC
KS-TEXTILE-200-B0266,2025-01-13,KS-TEXTILE-200-S-202501-2,模拟下游2,销售回款,340875,0,6200330,CNY,SYNTHETIC
KS-TEXTILE-200-B0267,2025-01-14,KS-TEXTILE-200-S-202501-3,模拟下游3,销售回款,136349,0,6336679,CNY,SYNTHETIC
KS-TEXTILE-200-B0268,2025-01-16,KS-TEXTILE-200-P-202501-1,模拟原料商1,原料付款,0,537134,5799545,CNY,SYNTHETIC
KS-TEXTILE-200-B0269,2025-01-17,KS-TEXTILE-200-P-202501-2,模拟原料商2,原料付款,0,358090,5441455,CNY,SYNTHETIC
KS-TEXTILE-200-B0270,2025-01-25,KS-TEXTILE-200-PAY-202501,模拟工资代发,工资,0,140000,5301455,CNY,SYNTHETIC
KS-TEXTILE-200-B0271,2025-01-25,KS-TEXTILE-200-ELEC-202501,模拟供电结算,电费,0,88000,5213455,CNY,SYNTHETIC
KS-TEXTILE-200-B0272,2025-01-25,KS-TEXTILE-200-OPEX-202501,模拟费用结算,管理销售费用,0,90000,5123455,CNY,SYNTHETIC
KS-TEXTILE-200-B0273,2025-01-25,KS-TEXTILE-200-INT-202501,模拟融资机构,利息,0,32000,5091455,CNY,SYNTHETIC
KS-TEXTILE-200-B0274,2025-01-25,KS-TEXTILE-200-VAT-202501,模拟税费账户,增值税,0,55457,5035998,CNY,SYNTHETIC
KS-TEXTILE-200-B0275,2025-01-25,KS-TEXTILE-200-CIT-202501,模拟税费账户,所得税,0,4147,5031851,CNY,SYNTHETIC
KS-TEXTILE-200-B0276,2025-02-12,KS-TEXTILE-200-S-202502-1,模拟下游1,销售回款,797646,0,5829497,CNY,SYNTHETIC
KS-TEXTILE-200-B0277,2025-02-13,KS-TEXTILE-200-S-202502-2,模拟下游2,销售回款,306787,0,6136284,CNY,SYNTHETIC
KS-TEXTILE-200-B0278,2025-02-14,KS-TEXTILE-200-S-202502-3,模拟下游3,销售回款,122715,0,6258999,CNY,SYNTHETIC
KS-TEXTILE-200-B0279,2025-02-16,KS-TEXTILE-200-P-202502-1,模拟原料商1,原料付款,0,483422,5775577,CNY,SYNTHETIC
KS-TEXTILE-200-B0280,2025-02-17,KS-TEXTILE-200-P-202502-2,模拟原料商2,原料付款,0,322282,5453295,CNY,SYNTHETIC
KS-TEXTILE-200-B0281,2025-02-25,KS-TEXTILE-200-PAY-202502,模拟工资代发,工资,0,140000,5313295,CNY,SYNTHETIC
KS-TEXTILE-200-B0282,2025-02-25,KS-TEXTILE-200-ELEC-202502,模拟供电结算,电费,0,79200,5234095,CNY,SYNTHETIC
KS-TEXTILE-200-B0283,2025-02-25,KS-TEXTILE-200-OPEX-202502,模拟费用结算,管理销售费用,0,90000,5144095,CNY,SYNTHETIC
KS-TEXTILE-200-B0284,2025-02-25,KS-TEXTILE-200-INT-202502,模拟融资机构,利息,0,32000,5112095,CNY,SYNTHETIC
KS-TEXTILE-200-B0285,2025-02-25,KS-TEXTILE-200-VAT-202502,模拟税费账户,增值税,0,49910,5062185,CNY,SYNTHETIC
KS-TEXTILE-200-B0286,2025-02-25,KS-TEXTILE-200-CIT-202502,模拟税费账户,所得税,0,0,5062185,CNY,SYNTHETIC
KS-TEXTILE-200-B0287,2025-03-12,KS-TEXTILE-200-S-202503-1,模拟下游1,销售回款,1129993,0,6192178,CNY,SYNTHETIC
KS-TEXTILE-200-B0288,2025-03-13,KS-TEXTILE-200-S-202503-2,模拟下游2,销售回款,434613,0,6626791,CNY,SYNTHETIC
KS-TEXTILE-200-B0289,2025-03-14,KS-TEXTILE-200-S-202503-3,模拟下游3,销售回款,173845,0,6800636,CNY,SYNTHETIC
KS-TEXTILE-200-B0290,2025-03-16,KS-TEXTILE-200-P-202503-1,模拟原料商1,原料付款,0,684844,6115792,CNY,SYNTHETIC
KS-TEXTILE-200-B0291,2025-03-17,KS-TEXTILE-200-P-202503-2,模拟原料商2,原料付款,0,456563,5659229,CNY,SYNTHETIC
KS-TEXTILE-200-B0292,2025-03-25,KS-TEXTILE-200-PAY-202503,模拟工资代发,工资,0,140000,5519229,CNY,SYNTHETIC
KS-TEXTILE-200-B0293,2025-03-25,KS-TEXTILE-200-ELEC-202503,模拟供电结算,电费,0,112200,5407029,CNY,SYNTHETIC
KS-TEXTILE-200-B0294,2025-03-25,KS-TEXTILE-200-OPEX-202503,模拟费用结算,管理销售费用,0,90000,5317029,CNY,SYNTHETIC
KS-TEXTILE-200-B0295,2025-03-25,KS-TEXTILE-200-INT-202503,模拟融资机构,利息,0,32000,5285029,CNY,SYNTHETIC
KS-TEXTILE-200-B0296,2025-03-25,KS-TEXTILE-200-VAT-202503,模拟税费账户,增值税,0,70707,5214322,CNY,SYNTHETIC
KS-TEXTILE-200-B0297,2025-03-25,KS-TEXTILE-200-CIT-202503,模拟税费账户,所得税,0,27424,5186898,CNY,SYNTHETIC
KS-TEXTILE-200-B0298,2025-04-12,KS-TEXTILE-200-S-202504-1,模拟下游1,销售回款,1174306,0,6361204,CNY,SYNTHETIC
KS-TEXTILE-200-B0299,2025-04-13,KS-TEXTILE-200-S-202504-2,模拟下游2,销售回款,451656,0,6812860,CNY,SYNTHETIC
KS-TEXTILE-200-B0300,2025-04-14,KS-TEXTILE-200-S-202504-3,模拟下游3,销售回款,180662,0,6993522,CNY,SYNTHETIC
KS-TEXTILE-200-B0301,2025-04-16,KS-TEXTILE-200-P-202504-1,模拟原料商1,原料付款,0,711701,6281821,CNY,SYNTHETIC
KS-TEXTILE-200-B0302,2025-04-17,KS-TEXTILE-200-P-202504-2,模拟原料商2,原料付款,0,474467,5807354,CNY,SYNTHETIC
KS-TEXTILE-200-B0303,2025-04-25,KS-TEXTILE-200-PAY-202504,模拟工资代发,工资,0,140000,5667354,CNY,SYNTHETIC
KS-TEXTILE-200-B0304,2025-04-25,KS-TEXTILE-200-ELEC-202504,模拟供电结算,电费,0,116600,5550754,CNY,SYNTHETIC
KS-TEXTILE-200-B0305,2025-04-25,KS-TEXTILE-200-OPEX-202504,模拟费用结算,管理销售费用,0,90000,5460754,CNY,SYNTHETIC
KS-TEXTILE-200-B0306,2025-04-25,KS-TEXTILE-200-INT-202504,模拟融资机构,利息,0,32000,5428754,CNY,SYNTHETIC
KS-TEXTILE-200-B0307,2025-04-25,KS-TEXTILE-200-VAT-202504,模拟税费账户,增值税,0,73479,5355275,CNY,SYNTHETIC
KS-TEXTILE-200-B0308,2025-04-25,KS-TEXTILE-200-CIT-202504,模拟税费账户,所得税,0,31656,5323619,CNY,SYNTHETIC
KS-TEXTILE-200-B0309,2025-05-12,KS-TEXTILE-200-S-202505-1,模拟下游1,销售回款,1218619,0,6542238,CNY,SYNTHETIC
KS-TEXTILE-200-B0310,2025-05-13,KS-TEXTILE-200-S-202505-2,模拟下游2,销售回款,468700,0,7010938,CNY,SYNTHETIC
KS-TEXTILE-200-B0311,2025-05-14,KS-TEXTILE-200-S-202505-3,模拟下游3,销售回款,187479,0,7198417,CNY,SYNTHETIC
KS-TEXTILE-200-B0312,2025-05-16,KS-TEXTILE-200-P-202505-1,模拟原料商1,原料付款,0,738557,6459860,CNY,SYNTHETIC
KS-TEXTILE-200-B0313,2025-05-17,KS-TEXTILE-200-P-202505-2,模拟原料商2,原料付款,0,492371,5967489,CNY,SYNTHETIC
KS-TEXTILE-200-B0314,2025-05-25,KS-TEXTILE-200-PAY-202505,模拟工资代发,工资,0,140000,5827489,CNY,SYNTHETIC
KS-TEXTILE-200-B0315,2025-05-25,KS-TEXTILE-200-ELEC-202505,模拟供电结算,电费,0,121000,5706489,CNY,SYNTHETIC
KS-TEXTILE-200-B0316,2025-05-25,KS-TEXTILE-200-OPEX-202505,模拟费用结算,管理销售费用,0,90000,5616489,CNY,SYNTHETIC
KS-TEXTILE-200-B0317,2025-05-25,KS-TEXTILE-200-INT-202505,模拟融资机构,利息,0,32000,5584489,CNY,SYNTHETIC
KS-TEXTILE-200-B0318,2025-05-25,KS-TEXTILE-200-VAT-202505,模拟税费账户,增值税,0,76252,5508237,CNY,SYNTHETIC
KS-TEXTILE-200-B0319,2025-05-25,KS-TEXTILE-200-CIT-202505,模拟税费账户,所得税,0,35889,5472348,CNY,SYNTHETIC
KS-TEXTILE-200-B0320,2025-06-12,KS-TEXTILE-200-S-202506-1,模拟下游1,销售回款,1163219,0,6635567,CNY,SYNTHETIC
KS-TEXTILE-200-B0321,2025-06-13,KS-TEXTILE-200-S-202506-2,模拟下游2,销售回款,447393,0,7082960,CNY,SYNTHETIC
KS-TEXTILE-200-B0322,2025-06-14,KS-TEXTILE-200-S-202506-3,模拟下游3,销售回款,178956,0,7261916,CNY,SYNTHETIC
KS-TEXTILE-200-B0323,2025-06-16,KS-TEXTILE-200-P-202506-1,模拟原料商1,原料付款,0,704982,6556934,CNY,SYNTHETIC
KS-TEXTILE-200-B0324,2025-06-17,KS-TEXTILE-200-P-202506-2,模拟原料商2,原料付款,0,469987,6086947,CNY,SYNTHETIC
KS-TEXTILE-200-B0325,2025-06-25,KS-TEXTILE-200-PAY-202506,模拟工资代发,工资,0,140000,5946947,CNY,SYNTHETIC
KS-TEXTILE-200-B0326,2025-06-25,KS-TEXTILE-200-ELEC-202506,模拟供电结算,电费,0,115500,5831447,CNY,SYNTHETIC
KS-TEXTILE-200-B0327,2025-06-25,KS-TEXTILE-200-OPEX-202506,模拟费用结算,管理销售费用,0,90000,5741447,CNY,SYNTHETIC
KS-TEXTILE-200-B0328,2025-06-25,KS-TEXTILE-200-INT-202506,模拟融资机构,利息,0,32000,5709447,CNY,SYNTHETIC
KS-TEXTILE-200-B0329,2025-06-25,KS-TEXTILE-200-VAT-202506,模拟税费账户,增值税,0,72786,5636661,CNY,SYNTHETIC
KS-TEXTILE-200-B0330,2025-06-25,KS-TEXTILE-200-CIT-202506,模拟税费账户,所得税,0,30598,5606063,CNY,SYNTHETIC
KS-TEXTILE-200-B0331,2025-07-12,KS-TEXTILE-200-S-202507-1,模拟下游1,销售回款,1196462,0,6802525,CNY,SYNTHETIC
KS-TEXTILE-200-B0332,2025-07-13,KS-TEXTILE-200-S-202507-2,模拟下游2,销售回款,460178,0,7262703,CNY,SYNTHETIC
KS-TEXTILE-200-B0333,2025-07-14,KS-TEXTILE-200-S-202507-3,模拟下游3,销售回款,184072,0,7446775,CNY,SYNTHETIC
KS-TEXTILE-200-B0334,2025-07-16,KS-TEXTILE-200-P-202507-1,模拟原料商1,原料付款,0,725129,6721646,CNY,SYNTHETIC
KS-TEXTILE-200-B0335,2025-07-17,KS-TEXTILE-200-P-202507-2,模拟原料商2,原料付款,0,483418,6238228,CNY,SYNTHETIC
KS-TEXTILE-200-B0336,2025-07-25,KS-TEXTILE-200-PAY-202507,模拟工资代发,工资,0,140000,6098228,CNY,SYNTHETIC
KS-TEXTILE-200-B0337,2025-07-25,KS-TEXTILE-200-ELEC-202507,模拟供电结算,电费,0,118800,5979428,CNY,SYNTHETIC
KS-TEXTILE-200-B0338,2025-07-25,KS-TEXTILE-200-OPEX-202507,模拟费用结算,管理销售费用,0,90000,5889428,CNY,SYNTHETIC
KS-TEXTILE-200-B0339,2025-07-25,KS-TEXTILE-200-INT-202507,模拟融资机构,利息,0,32000,5857428,CNY,SYNTHETIC
KS-TEXTILE-200-B0340,2025-07-25,KS-TEXTILE-200-VAT-202507,模拟税费账户,增值税,0,74866,5782562,CNY,SYNTHETIC
KS-TEXTILE-200-B0341,2025-07-25,KS-TEXTILE-200-CIT-202507,模拟税费账户,所得税,0,33773,5748789,CNY,SYNTHETIC
KS-TEXTILE-200-B0342,2025-08-12,KS-TEXTILE-200-S-202508-1,模拟下游1,销售回款,1196462,0,6945251,CNY,SYNTHETIC
KS-TEXTILE-200-B0343,2025-08-13,KS-TEXTILE-200-S-202508-2,模拟下游2,销售回款,460178,0,7405429,CNY,SYNTHETIC
KS-TEXTILE-200-B0344,2025-08-14,KS-TEXTILE-200-S-202508-3,模拟下游3,销售回款,184072,0,7589501,CNY,SYNTHETIC
KS-TEXTILE-200-B0345,2025-08-16,KS-TEXTILE-200-P-202508-1,模拟原料商1,原料付款,0,725129,6864372,CNY,SYNTHETIC
KS-TEXTILE-200-B0346,2025-08-17,KS-TEXTILE-200-P-202508-2,模拟原料商2,原料付款,0,483418,6380954,CNY,SYNTHETIC
KS-TEXTILE-200-B0347,2025-08-25,KS-TEXTILE-200-PAY-202508,模拟工资代发,工资,0,140000,6240954,CNY,SYNTHETIC
KS-TEXTILE-200-B0348,2025-08-25,KS-TEXTILE-200-ELEC-202508,模拟供电结算,电费,0,118800,6122154,CNY,SYNTHETIC
KS-TEXTILE-200-B0349,2025-08-25,KS-TEXTILE-200-OPEX-202508,模拟费用结算,管理销售费用,0,90000,6032154,CNY,SYNTHETIC
KS-TEXTILE-200-B0350,2025-08-25,KS-TEXTILE-200-INT-202508,模拟融资机构,利息,0,32000,6000154,CNY,SYNTHETIC
KS-TEXTILE-200-B0351,2025-08-25,KS-TEXTILE-200-VAT-202508,模拟税费账户,增值税,0,74866,5925288,CNY,SYNTHETIC
KS-TEXTILE-200-B0352,2025-08-25,KS-TEXTILE-200-CIT-202508,模拟税费账户,所得税,0,33773,5891515,CNY,SYNTHETIC
KS-TEXTILE-200-B0353,2025-09-12,KS-TEXTILE-200-S-202509-1,模拟下游1,销售回款,1152149,0,7043664,CNY,SYNTHETIC
KS-TEXTILE-200-B0354,2025-09-13,KS-TEXTILE-200-S-202509-2,模拟下游2,销售回款,443135,0,7486799,CNY,SYNTHETIC
KS-TEXTILE-200-B0355,2025-09-14,KS-TEXTILE-200-S-202509-3,模拟下游3,销售回款,177254,0,7664053,CNY,SYNTHETIC
KS-TEXTILE-200-B0356,2025-09-16,KS-TEXTILE-200-P-202509-1,模拟原料商1,原料付款,0,698272,6965781,CNY,SYNTHETIC
KS-TEXTILE-200-B0357,2025-09-17,KS-TEXTILE-200-P-202509-2,模拟原料商2,原料付款,0,465515,6500266,CNY,SYNTHETIC
KS-TEXTILE-200-B0358,2025-09-25,KS-TEXTILE-200-PAY-202509,模拟工资代发,工资,0,140000,6360266,CNY,SYNTHETIC
KS-TEXTILE-200-B0359,2025-09-25,KS-TEXTILE-200-ELEC-202509,模拟供电结算,电费,0,114400,6245866,CNY,SYNTHETIC
KS-TEXTILE-200-B0360,2025-09-25,KS-TEXTILE-200-OPEX-202509,模拟费用结算,管理销售费用,0,90000,6155866,CNY,SYNTHETIC
KS-TEXTILE-200-B0361,2025-09-25,KS-TEXTILE-200-INT-202509,模拟融资机构,利息,0,32000,6123866,CNY,SYNTHETIC
KS-TEXTILE-200-B0362,2025-09-25,KS-TEXTILE-200-VAT-202509,模拟税费账户,增值税,0,72093,6051773,CNY,SYNTHETIC
KS-TEXTILE-200-B0363,2025-09-25,KS-TEXTILE-200-CIT-202509,模拟税费账户,所得税,0,29540,6022233,CNY,SYNTHETIC
KS-TEXTILE-200-B0364,2025-10-12,KS-TEXTILE-200-S-202510-1,模拟下游1,销售回款,1129993,0,7152226,CNY,SYNTHETIC
